GroupName,ChartName,point_time,point_val,Batch_ID,FabPhase,Production Line
apple150,x,2023/8/8 10:47,0.73,1BHYR,T12P4,6
apple151,x,2023/8/8 10:48,0.27,1BHYX,T12P4,11
apple152,x,2023/8/8 10:47,0.26,1BHYS,T12P4,5
apple153,x,2023/8/8 10:48,0.76,1BHXW,T12P4,6
apple154,x,2023/8/8 10:48,0.33,1BHYU,T12P4,6
apple155,x,2023/8/8 10:48,0.72,1BHYR,T12P4,9
apple156,x,2023/8/8 10:48,0.69,1BHYY,T12P4,5
apple157,x,2023/8/8 10:48,0.9,1BHYB,T12P4,11
apple158,x,2023/8/8 10:49,0.33,1BHYU,T12P4,7
apple159,x,2023/8/8 10:49,0.69,1BHZB,T12P4,4
apple160,x,2023/8/8 10:49,0.33,1BHYU,T12P4,9
apple161,x,2023/8/8 10:49,0.63,1BHYY,T12P4,7
apple162,x,2023/8/8 10:49,0.69,1BHZB,T14P5,7
apple163,x,2023/8/8 10:49,0.7,1BHZD,T14P6,7
apple164,x,2023/9/12 10:23,0.27,1BHYV,T14P6,11
apple165,x,2023/9/12 10:23,0.33,1BHYW,T12P4,5
apple166,x,2023/9/12 10:24,0.33,1BHYW,T12P4,8
apple167,x,2023/9/12 10:24,0.3,1BHZC,T12P4,8
apple168,x,2023/9/12 10:24,0.3,1BHZC,T12P4,6
apple169,x,2023/9/12 10:25,0.44,1BHZG,T12P4,6
apple170,x,2023/9/12 10:25,0.44,1BHZJ,T12P4,11
apple171,x,2023/9/12 10:25,0.44,1BHZG,T12P4,5
apple172,x,2023/9/12 10:25,0.33,1BHZE,T12P4,6
apple173,x,2023/9/12 10:25,0.3,1BHZE,T12P4,6
apple174,x,2023/9/12 10:25,0.56,1BHZF,T12P4,9
apple175,x,2023/9/12 10:25,0.5,1BHZF,T12P4,5
apple176,x,2023/9/12 10:25,0.69,1BHZH,T12P4,11
apple177,x,2023/9/12 10:25,0.44,1BHZJ,T12P4,7
apple178,x,2023/9/12 10:25,0.47,1BHZK,T12P4,4
apple179,x,2023/9/12 10:26,0.21,1BHZM,T12P4,9
apple180,x,2023/9/12 10:26,0.39,1BHZR,T12P4,7
apple181,x,2023/9/12 10:26,0.38,1BHZO,T14P5,7
apple182,x,2023/9/12 10:26,0.39,1BHZR,T14P6,7
apple183,x,2023/9/12 10:26,0.71,1BHZS,T14P6,11
apple184,x,2023/9/12 10:26,0.49,1BHZV,T12P4,5
apple185,x,2023/9/12 10:27,0.42,1BHZY,T12P4,8
apple186,x,2023/9/12 10:27,0.85,1BIAC,T12P4,8
apple187,x,2023/9/12 10:27,0.69,1BHZP,T12P4,6
apple188,x,2023/9/12 10:27,0.63,1BIAI,T12P4,6
apple189,x,2023/9/12 10:27,0.24,1BHZU,T12P4,11
apple190,x,2023/9/12 10:28,0.71,1BHZS,T12P4,5
apple191,x,2023/9/12 10:28,0.28,1BIAE,T12P4,6
apple192,x,2023/9/12 10:28,0.42,1BHZY,T12P4,6
apple193,x,2023/9/12 10:28,0.58,1BIAO,T12P4,9
apple194,x,2023/9/12 10:29,0.82,1BIAJ,T12P4,5
apple195,x,2023/9/12 10:29,0.85,1BIAC,T12P4,11
apple196,x,2023/9/12 10:29,0.28,1BIAE,T12P4,7
apple197,x,2023/9/12 10:29,0.63,1BIAI,T12P4,4
apple198,x,2023/9/12 10:29,0.82,1BIAJ,T12P4,9
apple199,x,2023/10/2 09:43,0.26,1BHZN,T12P4,7
apple200,x,2023/10/2 09:43,0.51,1BIAN,T14P5,7
apple201,x,2023/10/2 09:44,0.82,1BHZZ,T14P6,7
apple202,x,2023/10/2 09:44,0.83,1BHZZ,T14P6,11
apple203,x,2023/10/2 09:44,0.48,1BIAD,T12P4,5
apple204,x,2023/10/2 09:44,0.55,1BIAN,T12P4,8
apple205,x,2023/10/2 09:45,0.7,1BIAL,T12P4,8
apple206,x,2023/10/2 09:45,0.45,1BIAK,T12P4,6
apple207,x,2023/10/2 09:45,0.45,1BIAK,T12P4,6
apple208,x,2023/10/2 09:45,0.44,1BIAY,T12P4,11
apple209,x,2023/10/2 09:45,0.51,1BIBA,T12P4,5
apple210,x,2023/10/2 09:45,0.7,1BIAL,T12P4,6
apple211,x,2023/10/2 09:45,0.51,1BIBA,T12P4,6
apple212,x,2023/10/2 09:46,0.49,1BIAR,T12P4,9
apple213,x,2023/10/2 09:46,0.56,1BIAZ,T12P4,5
apple214,x,2023/10/2 09:46,0.26,1BIBH,T12P4,11
apple215,x,2023/10/2 09:46,0.44,1BIAY,T12P4,7
apple216,x,2023/10/2 09:46,0.55,1BIAZ,T12P4,4
apple217,x,2023/10/2 09:46,0.44,1BIBO,T12P4,9
apple218,x,2023/10/2 09:46,0.26,1BIBH,T12P4,7
apple219,x,2023/10/2 09:47,0.49,1BIAR,T14P5,7
apple220,x,2023/10/2 09:47,0.42,1BIBB,T14P6,7
apple221,x,2023/10/2 09:47,0.25,1BIBF,T14P6,11
apple222,x,2023/10/2 09:47,0.42,1BIBB,T12P4,5
apple223,x,2023/10/2 09:47,0.68,1BIBN,T12P4,8
apple224,x,2023/10/2 09:47,0.26,1BIBH,T12P4,8
apple225,x,2023/10/2 09:47,0.42,1BIBO,T12P4,6
apple226,x,2023/10/2 09:47,0.26,1BIBT,T12P4,6
apple227,x,2023/10/2 09:47,0.49,1BIBP,T12P4,11
apple228,x,2023/10/2 09:47,0.26,1BIBT,T12P4,5
apple229,x,2023/10/2 09:47,0.37,1BIBX,T12P4,6
apple230,x,2023/10/2 09:48,0.82,1BIBE,T12P4,6
apple231,x,2023/10/2 09:48,0.25,1BIBF,T12P4,9
apple232,x,2023/10/2 09:48,0.49,1BIBI,T12P4,5
apple233,x,2023/10/2 09:48,0.47,1BICD,T12P4,11
apple234,x,2023/10/2 09:48,0.4,1BICF,T12P4,7
apple235,x,2023/10/2 09:48,0.5,1BICE,T12P4,4
apple236,x,2023/10/2 09:49,0.32,1BICJ,T12P4,9
apple237,x,2023/10/2 09:49,0.67,1BICG,T12P4,7
apple238,x,2023/10/2 09:49,0.24,1BICJ,T14P5,7
apple239,x,2023/12/4 16:47,0.22,1BIBU,T14P6,7
apple240,x,2023/12/4 16:47,0.33,1BIBW,T14P6,11
apple241,x,2023/12/4 16:47,0.26,1BICM,T12P4,5
apple242,x,2023/12/4 16:48,0.22,1BIBU,T12P4,8
apple243,x,2023/12/4 16:48,0.4,1BICN,T12P4,8
apple244,x,2023/12/4 16:48,0.25,1BICM,T12P4,6
apple245,x,2023/12/4 16:48,0.3,1BICI,T12P4,6
apple246,x,2023/12/4 16:48,0.4,1BICN,T12P4,11
apple247,x,2023/12/4 16:49,0.4,1BICT,T12P4,5
apple248,x,2023/12/4 16:49,0.42,1BIDK,T12P4,6
apple249,x,2023/12/4 16:49,0.25,1BICM,T12P4,6
apple250,x,2023/12/4 16:49,0.23,1BICV,T12P4,9
apple251,x,2023/12/4 16:49,0.22,1BICV,T12P4,5
apple252,x,2023/12/4 16:49,0.5,1BICU,T12P4,11
apple253,x,2023/12/4 16:49,0.42,1BIDF,T12P4,7
apple254,x,2023/12/4 16:49,0.48,1BICO,T12P4,4
apple255,x,2023/12/4 16:50,0.3,1BIDG,T12P4,9
apple256,x,2023/12/4 16:50,0.39,1BICN,T12P4,7
apple257,x,2023/12/4 16:50,0.43,1BIBV,T14P5,7
apple258,x,2023/12/4 16:50,0.4,1BICT,T14P6,7
apple259,x,2023/12/4 16:50,0.5,1BICU,T14P6,11
apple260,x,2023/12/4 16:50,0.42,1BIDE,T12P4,5
apple261,x,2023/12/4 16:51,0.43,1BIBV,T12P4,8
apple262,x,2023/12/4 16:51,0.28,1BIDL,T12P4,8
apple263,x,2023/12/4 16:51,0.5,1BIDS,T12P4,6
apple264,x,2023/12/4 16:51,0.22,1BICV,T12P4,6
apple265,x,2023/12/4 16:51,0.24,1BIDT,T12P4,11
apple266,x,2023/12/4 16:51,0.25,1BIDY,T12P4,5
apple267,x,2023/12/4 16:51,0.43,1BIDF,T12P4,6
apple268,x,2023/12/4 16:51,0.31,1BICI,T12P4,6
apple269,x,2023/12/4 16:51,0.28,1BIER,T12P4,9
apple270,x,2023/12/4 16:52,0.29,1BIEE,T12P4,5
apple271,x,2023/12/4 16:52,0.42,1BIDK,T12P4,11
apple272,x,2023/12/4 16:52,0.43,1BIBV,T12P4,7
apple273,x,2023/12/4 16:52,0.33,1BIEQ,T12P4,4
apple274,x,2023/12/4 16:52,0.42,1BIEF,T12P4,9
apple275,x,2023/12/4 16:52,0.24,1BIDT,T12P4,7
apple276,x,2023/12/4 16:52,0.29,1BIEY,T12P4,7
apple277,x,2023/12/4 16:53,0.43,1BIFD,T12P4,7
apple278,x,2023/12/8 11:08,0.41,1BIEP,T12P4,7
apple279,x,2023/12/8 11:09,0.31,1BIEW,T12P4,7
apple280,x,2023/12/8 11:09,0.35,1BICH,T12P4,7
apple281,x,2023/12/8 11:10,0.42,1BIFH,T12P4,7
apple282,x,2023/12/8 11:11,0.45,1BIEX,T12P4,7
apple283,x,2023/12/8 11:11,0.41,1BIFH,T12P4,7
apple284,x,2023/12/8 11:11,0.28,1BIFN,T12P4,7
apple285,x,2023/12/8 11:11,0.21,1BIFQ,T12P4,7
apple286,x,2023/12/8 11:12,0.22,1BIFP,T12P4,7
apple287,x,2023/12/8 11:12,0.42,1BIFO,T12P4,7
apple288,x,2023/12/8 11:12,0.21,1BIFQ,T12P4,7
apple289,x,2023/12/8 11:12,0.31,1BIEW,T12P4,7
apple290,x,2023/12/8 11:12,0.22,1BIFR,T12P4,7
apple291,x,2023/12/8 11:12,0.39,1BIFY,T12P4,7
apple292,x,2023/12/8 11:13,0.42,1BIFO,T12P4,7
apple293,x,2023/12/8 11:13,0.27,1BIFX,T12P4,7
apple294,x,2023/12/8 11:13,0.51,1BIGJ,T12P4,7
apple295,x,2023/12/8 11:13,0.28,1BIGZ,T12P4,7
apple296,x,2023/12/8 11:14,0.27,1BIHB,T12P4,7
apple297,x,2023/12/8 11:14,0.25,1BIHA,T12P4,7
apple298,x,2023/12/8 11:14,0.24,1BIHA,T12P4,7
apple299,x,2023/12/8 11:14,0.4,1BIFY,T12P4,7
apple300,x,2023/12/8 11:14,0.31,1BIHJ,T12P4,7
apple301,x,2023/12/8 11:15,0.5,1BIHC,T12P4,7
apple302,x,2023/12/8 11:15,0.33,1BIHL,T12P4,7
apple303,x,2023/12/8 11:15,0.27,1BIHJ,T12P4,7
apple304,x,2023/12/8 11:15,0.27,1BIHB,T12P4,7
apple305,x,2023/12/8 11:16,0.5,1BIHQ,T12P4,7
apple306,x,2023/12/8 11:16,0.27,1BIFW,T12P4,7
apple307,x,2023/12/8 11:16,0.28,1BIGZ,T12P4,7
apple308,x,2023/12/8 11:16,0.27,1BIFX,T12P4,7
apple309,x,2023/12/8 11:16,0.31,1BIHK,T12P4,7
apple310,x,2023/12/8 11:18,0.37,1BIHR,T12P4,7
apple311,x,2023/12/8 11:19,0.63,1BIHP,T12P4,7
apple312,x,2023/12/8 11:19,0.26,1BIHX,T12P4,7
apple313,x,2023/12/8 11:20,0.17,1BIIN,T12P4,7
apple314,x,2023/12/8 11:20,0.26,1BIIL,T12P4,7
apple315,x,2023/12/8 11:20,0.39,1BIIT,T12P4,7
apple316,x,2023/12/8 11:20,0.54,1BIIX,T12P4,7
apple317,x,2023/12/8 11:20,0.4,1BIIM,T12P4,7
apple318,x,2023/12/8 11:21,0.18,1BIIU,T12P4,7
apple319,x,2023/12/8 11:21,0.41,1BIHY,T12P4,7
apple320,x,2023/12/8 11:21,0.17,1BIIN,T12P4,7
apple321,x,2023/12/8 11:21,0.39,1BIIT,T12P4,7
apple322,x,2023/12/8 11:21,0.54,1BIIX,T12P4,7
apple323,x,2023/12/8 11:21,0.37,1BIHR,T12P4,7
apple324,x,2023/12/8 11:21,0.42,1BIIM,T12P4,7
apple325,x,2023/12/8 11:21,0.32,1BIHZ,T12P4,7
apple326,x,2023/12/8 11:21,0.47,1BIFG,T12P4,7
apple327,x,2023/12/8 11:21,0.47,1BIJI,T12P4,7
apple328,x,2023/12/8 11:22,0.32,1BIIY,T12P4,7
apple329,x,2023/12/8 11:22,0.32,1BIJK,T12P4,7
apple330,x,2023/12/8 11:22,0.26,1BIIL,T12P4,7
apple331,x,2023/12/8 11:22,0.32,1BIIY,T12P4,7
apple332,x,2023/12/8 11:22,0.47,1BIJI,T12P4,7
apple333,x,2023/12/8 11:23,0.39,1BIIT,T12P4,7
apple334,x,2023/12/8 11:23,0.29,1BIJJ,T12P4,7
apple335,x,2023/12/8 11:24,0.29,1BIJK,T12P4,7
apple336,x,2023/12/22 17:01,0.26,1BIKC,T12P4,7
apple337,x,2023/12/22 17:01,0.59,1BIIW,T12P4,7
apple338,x,2023/12/22 17:01,0.54,1BIKG,T12P4,7
apple339,x,2023/12/22 17:02,0.74,1BIJV,T12P4,7
apple340,x,2023/12/22 17:02,0.39,1BIKD,T12P4,7
apple341,x,2023/12/22 17:02,0.39,1BIKD,T12P4,7
apple342,x,2023/12/22 17:03,0.44,1BIKP,T12P4,7
apple343,x,2023/12/22 17:03,0.75,1BIKM,T12P4,7
apple344,x,2023/12/22 17:03,0.42,1BIKP,T12P4,7
apple345,x,2023/12/22 17:03,0.38,1BIKW,T12P4,7
apple346,x,2023/12/22 17:03,0.28,1BIDZ,T12P4,7
apple347,x,2023/12/22 17:03,0.19,1BIKR,T12P4,7
apple348,x,2023/12/22 17:04,0.59,1BIJS,T12P4,7
apple349,x,2023/12/22 17:04,0.42,1BILB,T12P4,7
apple350,x,2023/12/22 17:04,0.3,1BIEG,T12P4,7
apple351,x,2023/12/22 17:05,0.6,1BIKF,T12P4,7
apple352,x,2023/12/22 17:05,0.58,1BIKX,T12P4,7
apple353,x,2024/1/5 15:40,0.74,1BIJU,T12P4,7
apple354,x,2024/1/5 15:41,0.71,1BIKE,T12P4,7
apple355,x,2024/1/5 15:41,0.19,1BIKL,T12P4,7
apple356,x,2024/1/5 15:41,0.74,1BIJU,T12P4,7
apple357,x,2024/1/5 15:42,0.71,1BIKE,T12P4,7
apple358,x,2024/1/5 15:42,0.22,1BIKL,T12P4,7
apple359,x,2024/1/5 15:43,0.17,1BIKZ,T12P4,7
apple360,x,2024/1/5 15:44,0.15,1BIKN,T12P4,7
apple361,x,2024/1/5 15:45,0.57,1BIKO,T12P4,7
apple362,x,2024/1/5 15:47,0.15,1BIKN,T12P4,7
apple363,x,2024/1/5 15:48,0.19,1BIKY,T12P4,7
apple364,x,2024/1/5 15:48,0.15,1BIKN,T12P4,7
apple365,x,2024/1/5 15:48,0.48,1BILF,T12P4,7
apple366,x,2024/1/5 15:48,0.48,1BILF,T12P4,7
apple367,x,2024/1/5 15:49,0.16,1BILA,T12P4,7
apple368,x,2024/1/5 15:49,0.2,1BIKY,T12P4,7
apple369,x,2024/1/5 15:50,0.13,1BILA,T12P4,7
apple370,x,2024/1/5 15:50,0.17,1BILG,T12P4,7
apple371,x,2024/1/5 15:50,0.2,1BILH,T12P4,7
apple372,x,2024/1/5 15:50,0.2,1BILH,T12P4,7
apple373,x,2024/1/5 15:50,0.17,1BILA,T12P4,7
apple374,x,2024/1/5 15:50,0.54,1BILI,T12P4,7
apple375,x,2024/1/5 15:51,0.76,1BIJT,T12P4,7
apple376,x,2024/1/5 15:51,0.56,1BILE,T12P4,7
apple377,x,2024/1/5 15:51,0.47,1BHXP,T12P4,7
apple378,x,2024/1/5 15:51,0.2,1BILH,T12P4,7
apple379,x,2024/1/5 15:51,0.5,1BILN,T12P4,7
apple380,x,2024/1/5 15:51,0.67,1BILK,T12P4,7
apple381,x,2024/1/5 15:52,0.59,1BILY,T12P4,7
apple382,x,2024/1/5 15:52,0.76,1BIJT,T12P4,7
apple383,x,2024/1/5 15:52,0.57,1BIKQ,T12P4,7
apple384,x,2024/1/5 15:52,0.57,1BIKO,T12P4,7
apple385,x,2024/1/5 15:53,0.75,1BIJT,T12P4,7
apple386,x,2024/1/5 15:52,0.5,1BILN,T12P4,7
apple387,x,2024/1/5 15:53,0.52,1BILL,T12P4,7
apple388,x,2024/1/5 15:53,0.38,1BIME,T12P4,7
apple389,x,2024/1/5 15:53,0.57,1BIKQ,T12P4,7
apple390,x,2024/1/5 15:53,0.48,1BILZ,T12P4,7
apple391,x,2024/1/5 15:53,0.55,1BILY,T12P4,7
apple392,x,2024/1/5 15:54,0.56,1BILE,T12P4,7
apple393,x,2024/1/5 15:54,0.58,1BILD,T12P4,7
apple394,x,2024/1/5 15:54,0.32,1BIMA,T12P4,7
apple395,x,2024/1/5 15:54,0.59,1BILY,T12P4,7
apple396,x,2024/1/5 15:54,0.52,1BILI,T12P4,7
apple397,x,2024/1/5 15:55,0.52,1BILL,T12P4,7
apple398,x,2024/1/5 15:55,0.48,1BILZ,T12P4,7
apple399,x,2024/1/5 15:55,0.66,1BIMG,T12P4,7
apple400,x,2024/1/5 15:55,0.52,1BILL,T12P4,7
apple401,x,2024/1/5 15:56,0.66,1BIME,T12P4,7
apple402,x,2024/1/5 15:56,0.67,1BILK,T12P4,7
apple403,x,2024/1/5 15:56,0.76,1BILM,T12P4,7
apple404,x,2024/1/5 15:57,0.76,1BILM,T12P4,7
apple405,x,2024/1/5 15:57,0.32,1BIMA,T12P4,7
apple406,x,2024/1/5 15:57,0.66,1BIMG,T12P4,7
apple407,x,2024/1/9 15:54,0.44,1BIMF,T12P4,7
apple408,x,2024/1/9 15:54,0.52,1BINY,T12P4,7
apple409,x,2024/1/9 15:55,0.77,1BIMH,T12P4,7
