point_time,value,FabPhase,Production Line
2024-05-12 21:34:29.389703,14.898731495847816,T12P4,11
2024-05-13 21:34:29.389703,14.94496119944653,T14P6,7
2024-05-14 21:34:29.389703,14.325940021879873,T12P4,7
2024-05-15 21:34:29.389703,14.873929250745906,T12P4,7
2024-05-16 21:34:29.389703,14.146159924981188,T14P5,5
2024-05-17 21:34:29.389703,14.440610718094755,T12P4,5
2024-05-18 21:34:29.389703,14.015611682081634,T12P4,5
2024-05-19 21:34:29.389703,14.8713763044914,T14P5,8
2024-05-20 21:34:29.389703,14.770523843175507,T14P6,7
2024-05-21 21:34:29.389703,14.880304491599805,T12P4,7
2024-05-22 21:34:29.389703,14.691738378129774,T12P4,5
2024-05-23 21:34:29.389703,14.624355801649498,T14P5,5
2024-05-24 21:34:29.389703,14.342837896048103,T14P5,11
2024-05-25 21:34:29.389703,14.218303049586764,T14P5,7
2024-05-26 21:34:29.389703,14.138255010781226,T14P5,7
2024-05-27 21:34:29.389703,14.240458358820554,T14P6,5
2024-05-28 21:34:29.389703,14.094688990426956,T14P6,11
2024-05-29 21:34:29.389703,14.79539948463732,T12P4,8
2024-05-30 21:34:29.389703,14.559642412844308,T14P6,8
2024-05-31 21:34:29.389703,14.010623127026735,T12P4,8
2024-06-01 21:34:29.389703,14.12150612971567,T14P6,7
2024-06-02 21:34:29.389703,14.578957928576516,T14P6,11
2024-06-03 21:34:29.389703,14.817174980249414,T14P6,11
2024-06-04 21:34:29.389703,14.151775156154505,T12P4,11
2024-06-05 21:34:29.389703,14.052490842330613,T14P5,11
2024-06-06 21:34:29.389703,14.59001742425671,T12P4,8
2024-06-07 21:34:29.389703,14.878571754028039,T14P6,8
2024-06-08 21:34:29.389703,14.744520166917082,T12P4,7
2024-06-09 21:34:29.389703,14.554974435701403,T14P6,8
2024-06-10 21:34:29.389703,14.483410924497008,T14P6,7
2024-06-11 21:34:29.389703,14.574925635741563,T12P4,8
2024-06-12 21:34:29.389703,14.187428776438965,T14P5,8
2024-06-13 21:34:29.389703,14.011655021364463,T14P6,11
2024-06-14 21:34:29.389703,14.088612072651136,T14P5,8
2024-06-15 21:34:29.389703,14.251636464430062,T14P5,8
2024-06-16 21:34:29.389703,14.175557173503549,T14P5,11
2024-06-17 21:34:29.389703,14.66673739256331,T14P5,5
2024-06-18 21:34:29.389703,14.158882820054538,T14P5,5
2024-06-19 21:34:29.389703,14.493063987469744,T14P5,5
2024-06-20 21:34:29.389703,14.320016055341766,T14P5,8
2024-06-21 21:34:29.389703,14.856044778914574,T14P6,5
2024-06-22 21:34:29.389703,14.667922560894148,T14P5,5
2024-06-23 21:34:29.389703,14.930445517327763,T14P5,5
2024-06-24 21:34:29.389703,14.56371623065485,T14P5,7
2024-06-25 21:34:29.389703,14.315948170656236,T14P6,5
2024-06-26 21:34:29.389703,14.434897749640433,T12P4,8
2024-06-27 21:34:29.389703,14.911954339131803,T14P5,5
2024-06-28 21:34:29.389703,14.13073140035379,T12P4,8
2024-06-29 21:34:29.389703,14.516959541643953,T14P6,7
2024-06-30 21:34:29.389703,14.83216018794814,T12P4,8
2024-07-01 21:34:29.389703,14.102428270965628,T14P6,5
2024-07-02 21:34:29.389703,14.214041094714505,T14P5,7
2024-07-03 21:34:29.389703,14.139522012783432,T14P6,8
2024-07-04 21:34:29.389703,14.165755255174474,T14P5,7
2024-07-05 21:34:29.389703,14.950120839871424,T14P6,5
2024-07-06 21:34:29.389703,14.951247756128648,T14P5,8
2024-07-07 21:34:29.389703,14.544232952357042,T14P5,11
2024-07-08 21:34:29.389703,14.297053430768091,T14P6,11
